QueryID	SubjectID	GenBankID	%match	AlignmentLength	Mismatch	GapOpenings	Evalue	Bitscore
LVN-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.39	657	4	0	0	1192
LVN-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.39	657	4	0	0	1192
LVN-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	635	0	0	0	1173
LVN-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	635	0	0	0	1173
LVO-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.59	142	2	0	1.00E-67	252
LVO-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.59	142	2	0	1.00E-67	252
LVO-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.58	141	2	0	5.00E-67	250
LVO-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.58	141	2	0	5.00E-67	250
LVO-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	3	0	6.00E-66	246
LVO-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	4	0	3.00E-64	241
MVA-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.44	128	2	0	8.00E-60	226
MVA-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.44	128	2	0	8.00E-60	226
MVA-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.44	128	2	0	8.00E-60	226
MVA-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.44	128	2	0	8.00E-60	226
MVA-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.66	128	3	0	4.00E-58	220
MVA-PCr	lcl|KY502372.1_cds_AST35981.1_1		96.88	128	4	0	2.00E-56	215
MVA-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.7	675	2	0	0	1236
MVA-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.39	657	4	0	0	1192
MVA-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.39	657	4	0	0	1192
MVA-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.39	657	4	0	0	1192
MVA-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.39	657	4	0	0	1192
MVA-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.39	657	4	0	0	1192
MVA-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.39	657	4	0	0	1192
MVA-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		99.69	650	2	0	0	1190
MVA-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	635	0	0	0	1173
MVA-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	635	0	0	0	1173
MVB-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.47	131	2	0	2.00E-61	231
MVB-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.47	131	2	0	2.00E-61	231
MVB-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.47	131	2	0	2.00E-61	231
MVB-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.47	131	2	0	2.00E-61	231
MVB-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.71	131	3	0	8.00E-60	226
MVB-PCr	lcl|KY502372.1_cds_AST35981.1_1		96.95	131	4	0	4.00E-58	220
MVB-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.85	669	1	0	0	1230
MVB-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.39	657	4	0	0	1192
MVB-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.39	657	4	0	0	1192
MVB-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.39	657	4	0	0	1192
MVB-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.39	657	4	0	0	1192
MVB-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.39	657	4	0	0	1192
MVB-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.39	657	4	0	0	1192
MVB-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		99.84	644	1	0	0	1184
MVB-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	635	0	0	0	1173
MVB-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	635	0	0	0	1173
MVC-PCr	lcl|KY502374.1_cds_AST35983.1_1		97.89	142	3	0	6.00E-66	246
MVC-PCr	lcl|KY502376.1_cds_AST35985.1_1		97.89	142	3	0	6.00E-66	246
MVC-PCr	lcl|KY502373.1_cds_AST35982.1_1		97.87	141	3	0	2.00E-65	244
MVC-PCr	lcl|KY502375.1_cds_AST35984.1_1		97.87	141	3	0	2.00E-65	244
MVC-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.18	142	4	0	3.00E-64	241
MVC-PCr	lcl|KY502372.1_cds_AST35981.1_1		96.48	142	5	0	1.00E-62	235
MVC-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.7	676	2	0	0	1238
MVC-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		99.69	651	2	0	0	1192
MVC-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.39	657	4	0	0	1192
MVC-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.39	657	4	0	0	1192
MVC-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.39	657	4	0	0	1192
MVC-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.39	657	4	0	0	1192
MVC-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.39	657	4	0	0	1192
MVC-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.39	657	4	0	0	1192
MVC-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	635	0	0	0	1173
MVC-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	635	0	0	0	1173
MVD-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	2	1	2.00E-65	244
MVD-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	3	1	1.00E-63	239
MVD-PCr	lcl|KY502374.1_cds_AST35983.1_1		97.18	142	3	1	1.00E-63	239
MVD-PCr	lcl|KY502376.1_cds_AST35985.1_1		97.18	142	3	1	1.00E-63	239
MVD-PCr	lcl|KY502373.1_cds_AST35982.1_1		97.16	141	3	1	4.00E-63	237
MVD-PCr	lcl|KY502375.1_cds_AST35984.1_1		97.16	141	3	1	4.00E-63	237
MVD-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.7	668	2	0	0	1223
MVD-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.54	657	3	0	0	1197
MVD-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.54	657	3	0	0	1197
MVD-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.54	657	3	0	0	1197
MVD-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.54	657	3	0	0	1197
MVD-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.54	657	3	0	0	1197
MVD-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.54	657	3	0	0	1197
MVD-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		100	643	0	0	0	1188
MVD-ZCOI	lcl|KF271428.1_cds_AHL24678.1_1		100	635	0	0	0	1173
MVD-ZCOI	lcl|FJ423967.1_cds_ACN97561.1_1		100	635	0	0	0	1173
MVD-ZCOI-WGAPS	lcl|AB907073.1_cds_BAO94391.1_1		98.35	668	11	0	0	1190
MVD-ZCOI-WGAPS	lcl|AY451374.1_cds_AAS17049.1_1		98.17	657	12	0	0	1164
MVD-ZCOI-WGAPS	lcl|AY451375.1_cds_AAS17050.1_1		98.17	657	12	0	0	1164
MVD-ZCOI-WGAPS	lcl|AY451376.1_cds_AAS17051.1_1		98.17	657	12	0	0	1164
MVD-ZCOI-WGAPS	lcl|AY451377.1_cds_AAS17052.1_1		98.17	657	12	0	0	1164
MVD-ZCOI-WGAPS	lcl|AY451378.1_cds_AAS17053.1_1		98.17	657	12	0	0	1164
MVD-ZCOI-WGAPS	lcl|AY451379.1_cds_AAS17054.1_1		98.17	657	12	0	0	1164
MVD-ZCOI-WGAPS	lcl|AB907074.1_cds_BAO94392.1_1		98.6	643	9	0	0	1155
MVD-ZCOI-WGAPS	lcl|KF271428.1_cds_AHL24678.1_1		98.58	635	9	0	0	1140
MVD-ZCOI-WGAPS	lcl|KF271416.1_cds_AHL24666.1_1		98.43	635	10	0	0	1134
MVEnew-PCr_2	lcl|KY502373.1_cds_AST35982.1_1		98.51	134	2	0	4.00E-63	237
MVEnew-PCr_2	lcl|KY502374.1_cds_AST35983.1_1		98.51	134	2	0	4.00E-63	237
MVEnew-PCr_2	lcl|KY502375.1_cds_AST35984.1_1		98.51	134	2	0	4.00E-63	237
MVEnew-PCr_2	lcl|KY502376.1_cds_AST35985.1_1		98.51	134	2	0	4.00E-63	237
MVEnew-PCr_2	lcl|KY502371.1_cds_AST35980.1_1		97.76	134	3	0	2.00E-61	231
MVEnew-PCr_2	lcl|KY502372.1_cds_AST35981.1_1		97.01	134	4	0	8.00E-60	226
MVI-FOLLMER	lcl|KR401093.1_cds_ALL99174.1_1		98.1	632	12	0	0	1101
MVI-FOLLMER	lcl|KR401094.1_cds_ALL99175.1_1		98.1	632	12	0	0	1101
MVK-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.59	142	2	0	1.00E-67	252
MVK-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.59	142	2	0	1.00E-67	252
MVK-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.58	141	2	0	5.00E-67	250
MVK-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.58	141	2	0	5.00E-67	250
MVK-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	3	0	6.00E-66	246
MVK-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	4	0	3.00E-64	241
MVK-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.55	674	3	0	0	1229
MVK-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.24	657	5	0	0	1186
MVK-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.24	657	5	0	0	1186
MVK-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.24	657	5	0	0	1186
MVK-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.24	657	5	0	0	1186
MVK-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.24	657	5	0	0	1186
MVK-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.24	657	5	0	0	1186
MVK-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		99.54	649	3	0	0	1182
MVK-ZCOI	lcl|FJ423975.1_cds_ACN97569.1_1		100	635	0	0	0	1173
MVK-ZCOI	lcl|FJ423977.1_cds_ACN97571.1_1		100	635	0	0	0	1173
MVL-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.59	142	2	0	1.00E-67	252
MVL-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.59	142	2	0	1.00E-67	252
MVL-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.58	141	2	0	5.00E-67	250
MVL-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.58	141	2	0	5.00E-67	250
MVL-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	3	0	6.00E-66	246
MVL-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	4	0	3.00E-64	241
MVM-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.59	142	2	0	1.00E-67	252
MVM-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.59	142	2	0	1.00E-67	252
MVM-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.58	141	2	0	4.00E-67	250
MVM-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.58	141	2	0	4.00E-67	250
MVM-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	3	0	6.00E-66	246
MVM-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	4	0	3.00E-64	241
MVM-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.7	677	2	0	0	1240
MVM-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		99.69	652	2	0	0	1194
MVM-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.39	657	4	0	0	1192
MVM-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.39	657	4	0	0	1192
MVM-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.39	657	4	0	0	1192
MVM-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.39	657	4	0	0	1192
MVM-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.39	657	4	0	0	1192
MVM-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.39	657	4	0	0	1192
MVM-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	635	0	0	0	1173
MVM-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	635	0	0	0	1173
MVN-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.59	142	2	0	1.00E-67	252
MVN-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.59	142	2	0	1.00E-67	252
MVN-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.58	141	2	0	5.00E-67	250
MVN-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.58	141	2	0	5.00E-67	250
MVN-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	3	0	6.00E-66	246
MVN-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	4	0	3.00E-64	241
MVN-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271420.1_cds_AHL24670.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271421.1_cds_AHL24671.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271422.1_cds_AHL24672.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271423.1_cds_AHL24673.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271425.1_cds_AHL24675.1_1		100	522	0	0	0	965
MVN-ZCOI	lcl|KF271426.1_cds_AHL24676.1_1		100	522	0	0	0	965
MVO-PCr	lcl|KY502374.1_cds_AST35983.1_1		98.59	142	2	0	1.00E-67	252
MVO-PCr	lcl|KY502376.1_cds_AST35985.1_1		98.59	142	2	0	1.00E-67	252
MVO-PCr	lcl|KY502373.1_cds_AST35982.1_1		98.58	141	2	0	5.00E-67	250
MVO-PCr	lcl|KY502375.1_cds_AST35984.1_1		98.58	141	2	0	5.00E-67	250
MVO-PCr	lcl|KY502371.1_cds_AST35980.1_1		97.89	142	3	0	6.00E-66	246
MVO-PCr	lcl|KY502372.1_cds_AST35981.1_1		97.18	142	4	0	3.00E-64	241
MVO-ZCOI	lcl|AB907073.1_cds_BAO94391.1_1		99.7	676	2	0	0	1238
MVO-ZCOI	lcl|AB907074.1_cds_BAO94392.1_1		99.69	651	2	0	0	1192
MVO-ZCOI	lcl|AY451374.1_cds_AAS17049.1_1		99.39	657	4	0	0	1192
MVO-ZCOI	lcl|AY451375.1_cds_AAS17050.1_1		99.39	657	4	0	0	1192
MVO-ZCOI	lcl|AY451376.1_cds_AAS17051.1_1		99.39	657	4	0	0	1192
MVO-ZCOI	lcl|AY451377.1_cds_AAS17052.1_1		99.39	657	4	0	0	1192
MVO-ZCOI	lcl|AY451378.1_cds_AAS17053.1_1		99.39	657	4	0	0	1192
MVO-ZCOI	lcl|AY451379.1_cds_AAS17054.1_1		99.39	657	4	0	0	1192
MVO-ZCOI	lcl|KF271416.1_cds_AHL24666.1_1		100	635	0	0	0	1173
MVO-ZCOI	lcl|KF271417.1_cds_AHL24667.1_1		100	635	0	0	0	1173
